species,length_cm,length_ref,mass_grams,phylo_distance_diet_model_my,venom_yield_mg,venom_yield_ref,environment,constriction,Env_refs,dimensions,ld50_mg,ld50_method,ld50_model,ld50_ref,fishes,inverts,amphibians,reptiles,birds,eggs,mammals,egg.bin,diet_refs,prey_size_g
Bitis_nasicornis,123,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",952,85.4,138,"Mirtschin, P.J., Dunstan, N., Hough, B., Hamilton, E., Klein, S., Lucas, J., Millar, D., Madaras, F. and Nias, T., 2006. Venom yields from Australian and some other species of snakes. Ecotoxicology, 15(6), pp.531-538.",terrestrial,no,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",1,8.6,im,mouse,"Tu, A.T., Homma, M. and Hong, B.S., 1969. Hemorrhagic, myonecrotic, thrombotic and proteolytic activities of viper venoms. Toxicon, 6(3), pp.175in7177-176in10178.",0,0,23,0,0,0,77,no,"Luiselli, L. and Akani, G.C., 2003. Diet of sympatric Gaboon vipers (Bitis gabonica) and nose-horned vipers (Bitis nasicornis) in southern Nigeria: original article. African Journal of Herpetology, 52(2), pp.101-106.; Warner, J.K., 2009. Conservation biology of the gaboon adder (Bitis gabonica) in South Africa (Doctoral dissertation).",375.5021
Boiga_dendrophila,250,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1125,202.8,8,"Weinstein, S.A. and Smith, L.A., 1993. Chromatographic profiles and properties of Duvernoy's secretions from some boigine and dispholidine colubrids. Herpetologica, pp.78-94.",arboreal,no,"de Queiroz, A. & Rodrêguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",3,4.85,iv,mouse,"Weinstein, S.A., Warrell, D.A., White, J. and Keyler, D.E., 2011. –Venomous Bites from Non-Venomous Snakes: A Critical Analysis of Risk and Management of –Colubrid Snake Bites. Elsevier.",0,0,2,41.5,24.5,0,32,no,"Greene, H.W., 1989. Ecological, evolutionary, and conservation implications of feeding biology in Old World cat snakes, genus Boiga (Colubriade). Proceedings of the California Academy of Sciences (USA).",569.3792
Boiga_dendrophila,250,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1125,202.8,8,"Weinstein, S.A. and Smith, L.A., 1993. Chromatographic profiles and properties of Duvernoy's secretions from some boigine and dispholidine colubrids. Herpetologica, pp.78-94.",arboreal,no,"de Queiroz, A. & Rodrêguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",3,3.26,ip,mouse,"Weinstein, S.A. and Smith, L.A., 1993. Chromatographic profiles and properties of Duvernoy's secretions from some boigine and dispholidine colubrids. Herpetologica, pp.78-94.",0,0,2,41.5,24.5,0,32,no,"Greene, H.W., 1989. Ecological, evolutionary, and conservation implications of feeding biology in Old World cat snakes, genus Boiga (Colubriade). Proceedings of the California Academy of Sciences (USA).",569.3792
Boiga_dendrophila,250,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1125,202.8,1,"Weinstein, S.A. and Smith, L.A., 1993. Chromatographic profiles and properties of Duvernoy's secretions from some boigine and dispholidine colubrids. Herpetologica, pp.78-94.",arboreal,no,"de Queiroz, A. & Rodrêguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",3,3.91,ip,mouse,"Weinstein, S.A. and Smith, L.A., 1993. Chromatographic profiles and properties of Duvernoy's secretions from some boigine and dispholidine colubrids. Herpetologica, pp.78-94.",0,0,2,41.5,24.5,0,32,no,"Greene, H.W., 1989. Ecological, evolutionary, and conservation implications of feeding biology in Old World cat snakes, genus Boiga (Colubriade). Proceedings of the California Academy of Sciences (USA).",569.3792
Boiga_irregularis,230,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",926,392.9,7.89,"Weinstein, S.A., Warrell, D.A., White, J. and Keyler, D.E., 2011. –Venomous Bites from Non-Venomous Snakes: A Critical Analysis of Risk and Management of –Colubrid Snake Bites. Elsevier.",arboreal,yes,"de Queiroz, A. & Rodrêguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006). and Allen, W.L., Baddeley, R., Scott-Samuel, N.E. and Cuthill, I.C., 2013. The evolution and function of pattern diversity in snakes. Behavioral Ecology, 24(5), pp.1237-1250.",3,10.5,ip,mouse,"Mackessy, S.P., 2002. Biochemistry and pharmacology of colubrid snake venoms. Journal of Toxicology: Toxin Reviews, 21(1-2), pp.43-83.",0,4.62,1.54,42.53,12.48,24.04,14.79,yes,"Greene, H.W., 1989. Ecological, evolutionary, and conservation implications of feeding biology in Old World cat snakes, genus Boiga (Colubriade). Proceedings of the California Academy of Sciences (USA).; Shine, R., 1991. Strangers in a strange land: ecology of the Australian colubrid snakes. Copeia, pp.120-131.; Savidge, J.A., 1988. Food habits of Boiga irregularis, an introduced predator on Guam. Journal of Herpetology, pp.275-282.",43.9743
Boiga_irregularis,230,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",926,392.9,7.89,"Weinstein, S.A., Warrell, D.A., White, J. and Keyler, D.E., 2011. –Venomous Bites from Non-Venomous Snakes: A Critical Analysis of Risk and Management of –Colubrid Snake Bites. Elsevier.",arboreal,yes,"de Queiroz, A. & Rodrêguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006). and Allen, W.L., Baddeley, R., Scott-Samuel, N.E. and Cuthill, I.C., 2013. The evolution and function of pattern diversity in snakes. Behavioral Ecology, 24(5), pp.1237-1250.",3,80,iv,mouse,"Mackessy, S.P., 2002. Biochemistry and pharmacology of colubrid snake venoms. Journal of Toxicology: Toxin Reviews, 21(1-2), pp.43-83.",0,4.62,1.54,42.53,12.48,24.04,14.79,yes,"Greene, H.W., 1989. Ecological, evolutionary, and conservation implications of feeding biology in Old World cat snakes, genus Boiga (Colubriade). Proceedings of the California Academy of Sciences (USA).; Shine, R., 1991. Strangers in a strange land: ecology of the Australian colubrid snakes. Copeia, pp.120-131.; Savidge, J.A., 1988. Food habits of Boiga irregularis, an introduced predator on Guam. Journal of Herpetology, pp.275-282.",43.9743
Bothrops_alternatus,130,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1118,0,88.25,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.;Furtado M.F.D., Maruyama M., Kamiguti A.S. and Antonio L.C. (1991) Comparative Study of nine Bothrops snake venoms from adult female snakes and their offspring. Toxicon, Vol. 29, p 219. ; Sanchez E.F., Freitas T.V., Ferreira-Alves D.L., Velarde D.T., Diniz M.R., Cordeiro M.N., Agostini-Cotta G. and Diniz C.R. (1992) Biological activities of venoms from South American Snakes. Toxicon, Vol. 30, p 95. ; ",terrestrial,no,"Martins, M., Araujo, M.S., Sawaya, R.J. and Nunes, R., 2001. Diversity and evolution of macrohabitat use, body size and morphology in a monophyletic group of Neotropical pitvipers (Bothrops). Journal of Zoology, 254(4), pp.529-538.",1,4.69,ip,mouse,"Andrade, D.V. and Abe, A.S., 1999. Relationship of venom ontogeny and diet in Bothrops. Herpetologica, pp.200-204.",0,0,0,0,0,0,100,no,"Martins, M.A.R.C.I.O., Marques, O.A. and Sazima, I.V.A.N., 2002. Ecological and phylogenetic correlates of feeding habits in Neotropical pitvipers of the genus Bothrops. Biology of the Vipers, pp.307-328.",248.464
Bothrops_alternatus,130,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1118,0,88.25,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.;Furtado M.F.D., Maruyama M., Kamiguti A.S. and Antonio L.C. (1991) Comparative Study of nine Bothrops snake venoms from adult female snakes and their offspring. Toxicon, Vol. 29, p 219. ; Sanchez E.F., Freitas T.V., Ferreira-Alves D.L., Velarde D.T., Diniz M.R., Cordeiro M.N., Agostini-Cotta G. and Diniz C.R. (1992) Biological activities of venoms from South American Snakes. Toxicon, Vol. 30, p 95. ; ",terrestrial,no,"Martins, M., Araujo, M.S., Sawaya, R.J. and Nunes, R., 2001. Diversity and evolution of macrohabitat use, body size and morphology in a monophyletic group of Neotropical pitvipers (Bothrops). Journal of Zoology, 254(4), pp.529-538.",1,77.53,ip,amphibian,"Andrade, D.V. and Abe, A.S., 1999. Relationship of venom ontogeny and diet in Bothrops. Herpetologica, pp.200-204.",0,0,0,0,0,0,100,no,"Martins, M.A.R.C.I.O., Marques, O.A. and Sazima, I.V.A.N., 2002. Ecological and phylogenetic correlates of feeding habits in Neotropical pitvipers of the genus Bothrops. Biology of the Vipers, pp.307-328.",248.464
Bothrops_ammodytoides,50,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",69,118.4,20.4,"de Roodt, A.R., Dolab, J.A., Hajos, S.E., Gould, E., Dinˆpoli, H., Troiano, J.C., Gould, J., Dokmetjian, J.C., Carfagnini, J.C., Fernˆndez, T. and Amoroso, M., 2000. Some toxic and enzymatic activities of Bothrops ammodytoides (yararˆ _ata) venom. Toxicon, 38(1), pp.49-61.",terrestrial,no,"Carrasco, P.A., Leynaud, G.C. and Scrocchi, G.J., 2010. Redescription of the southernmost snake species, Bothrops ammodytoides (Serpentes: Viperidae: Crotalinae). Amphibia-Reptilia, 31(3), pp.323-338.",1,0.5,iv,mouse,"de Roodt, A.R., Dolab, J.A., Hajos, S.E., Gould, E., Dinˆpoli, H., Troiano, J.C., Gould, J., Dokmetjian, J.C., Carfagnini, J.C., Fernˆndez, T. and Amoroso, M., 2000. Some toxic and enzymatic activities of Bothrops ammodytoides (yararˆ _ata) venom. Toxicon, 38(1), pp.49-61.",0,0,0,40,0,0,60,no,"Martins, M.A.R.C.I.O., Marques, O.A. and Sazima, I.V.A.N., 2002. Ecological and phylogenetic correlates of feeding habits in Neotropical pitvipers of the genus Bothrops. Biology of the Vipers, pp.307-328.",NA
Bothrops_asper,250,"O'Shea, M. Venomous snakes of the world.  (New Holland Publishers, 2008). ",7499,133.9,458,"Warrell DA. 2004. Snakebites in Central and South America: Epidemiology, Clinical Features, and Clinical Management. In Campbell JA, Lamar WW. 2004. The Venomous Reptiles of the Western Hemisphere. Comstock Publishing Associates, Ithaca and London. 870 pp. 1500 plates",terrestrial,no,"Wasko, D.K. and Sasa, M., 2012. Food resources influence spatial ecology, habitat selection, and foraging behavior in an ambush-hunting snake (Viperidae: Bothrops asper): an experimental study. Zoology, 115(3), pp.179-187.",1,1.175,iv,mouse,"Zug, George R. (1996). Snakes in Question: The Smithsonian Answer Book. Washington D.C., USA: Smithsonian Institution Scholarly Press. ISBN 1-56098-648-4. ",0,0,18.7,18.7,3.1,0,59.4,no,"Martins, M.A.R.C.I.O., Marques, O.A. and Sazima, I.V.A.N., 2002. Ecological and phylogenetic correlates of feeding habits in Neotropical pitvipers of the genus Bothrops. Biology of the Vipers, pp.307-328.",NA
Bothrops_asper,250,"O'Shea, M. Venomous snakes of the world.  (New Holland Publishers, 2008). ",7499,133.9,458,"Warrell DA. 2004. Snakebites in Central and South America: Epidemiology, Clinical Features, and Clinical Management. In Campbell JA, Lamar WW. 2004. The Venomous Reptiles of the Western Hemisphere. Comstock Publishing Associates, Ithaca and London. 870 pp. 1500 plates",terrestrial,no,"Wasko, D.K. and Sasa, M., 2012. Food resources influence spatial ecology, habitat selection, and foraging behavior in an ambush-hunting snake (Viperidae: Bothrops asper): an experimental study. Zoology, 115(3), pp.179-187.",1,3.1,sc,mouse,"Zug, George R. (1996). Snakes in Question: The Smithsonian Answer Book. Washington D.C., USA: Smithsonian Institution Scholarly Press. ISBN 1-56098-648-4. ",0,0,18.7,18.7,3.1,0,59.4,no,"Martins, M.A.R.C.I.O., Marques, O.A. and Sazima, I.V.A.N., 2002. Ecological and phylogenetic correlates of feeding habits in Neotropical pitvipers of the genus Bothrops. Biology of the Vipers, pp.307-328.",NA
Bothrops_atrox,139,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1359,193.6,153,"U.S. Department of the Navy (1968) Poisonous Snakes of the World. United States Government Printing Office, Washington. D.C.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,no,"Oliveira, M.E. and Martins, M., 2001. When and where to find a pitviper: activity patterns and habitat use of the lancehead, Bothrops atrox, in central Amazonia, Brazil. Herpetological Natural History, 8(2), pp.101-110.",1,4.63,iv,mouse,"Minton, S and Minton, M.R. (1969). Venomous Reptiles. Scribners New York; Boechat, A.L.R., Paiva, C.S., França, F.O. and Dos-Santos, M.C., 2001. Heparin-antivenom association: differential neutralization effectiveness in Bothrops atrox and Bothrops erythromelas envenoming. Revista do Instituto de Medicina Tropical de S†o Paulo, 43(1), pp.07-14.",0,1.7,33.5,16.3,2.6,0,45.5,no,"Martins, M.A.R.C.I.O., Marques, O.A. and Sazima, I.V.A.N., 2002. Ecological and phylogenetic correlates of feeding habits in Neotropical pitvipers of the genus Bothrops. Biology of the Vipers, pp.307-328.",210.511
Bothrops_atrox,139,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1359,193.6,153,"U.S. Department of the Navy (1968) Poisonous Snakes of the World. United States Government Printing Office, Washington. D.C.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,no,"Oliveira, M.E. and Martins, M., 2001. When and where to find a pitviper: activity patterns and habitat use of the lancehead, Bothrops atrox, in central Amazonia, Brazil. Herpetological Natural History, 8(2), pp.101-110.",1,22,sc,mouse,"Minton, S and Minton, M.R. (1969). Venomous Reptiles. Scribners New York; Boechat, A.L.R., Paiva, C.S., França, F.O. and Dos-Santos, M.C., 2001. Heparin-antivenom association: differential neutralization effectiveness in Bothrops atrox and Bothrops erythromelas envenoming. Revista do Instituto de Medicina Tropical de S†o Paulo, 43(1), pp.07-14.",0,1.7,33.5,16.3,2.6,0,45.5,no,"Martins, M.A.R.C.I.O., Marques, O.A. and Sazima, I.V.A.N., 2002. Ecological and phylogenetic correlates of feeding habits in Neotropical pitvipers of the genus Bothrops. Biology of the Vipers, pp.307-328.",210.511
Bothrops_erythromelas,54,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",87,386.3,39,"Sanchez E.F., Freitas T.V., Ferreira-Alves D.L., Velarde D.T., Diniz M.R., Cordeiro M.N., Agostini-Cotta G. and Diniz C.R. (1992) Biological activities of venoms from South American Snakes. Toxicon, Vol. 30, p 95.",terrestrial,no,"Martins, M., Araujo, M.S., Sawaya, R.J. and Nunes, R., 2001. Diversity and evolution of macrohabitat use, body size and morphology in a monophyletic group of Neotropical pitvipers (Bothrops). Journal of Zoology, 254(4), pp.529-538.",1,3,iv,mouse,"oechat, A.L.R., Paiva, C.S., França, F.O. and Dos-Santos, M.C., 2001. Heparin-antivenom association: differential neutralization effectiveness in Bothrops atrox and Bothrops erythromelas envenoming. Revista do Instituto de Medicina Tropical de S†o Paulo, 43(1), pp.07-14.",0,23.1,30.8,30.8,0,0,15.4,no,"Martins, M.A.R.C.I.O., Marques, O.A. and Sazima, I.V.A.N., 2002. Ecological and phylogenetic correlates of feeding habits in Neotropical pitvipers of the genus Bothrops. Biology of the Vipers, pp.307-328.",NA
Bothrops_jararaca,180,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",2883,109.6,68,"Sanchez E.F., Freitas T.V., Ferreira-Alves D.L., Velarde D.T., Diniz M.R., Cordeiro M.N., Agostini-Cotta G. and Diniz C.R. (1992) Biological activities of venoms from South American Snakes. Toxicon, Vol. 30, p 95.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; De Roodt A.R., Dolab J.A., Gallarce P.P., Gould E., Litwin S., Dokmetjian, J.C., Segre L. and Vidal J.C. (1998) A study on the venom yield of venomous snake species from Argentina. Toxicon, Vol. 36, pp 1949-1957. ",terrestrial,no,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). _and_martins_et_al2001",1,2,ip,mouse,"Zelanis, A., Tashima, A.K., Rocha, M.M., Furtado, M.F., Camargo, A.C., Ho, P.L. and Serrano, S.M., 2010. Analysis of the ontogenetic variation in the venom proteome/peptidome of Bothrops jararaca reveals different strategies to deal with prey. Journal of proteome research, 9(5), pp.2278-2291.; Andrade, D.V. and Abe, A.S., 1999. Relationship of venom ontogeny and diet in Bothrops. Herpetologica, pp.200-204.",0,2.2,17.8,2.2,6.7,0,71.1,no,"Martins, M.A.R.C.I.O., Marques, O.A. and Sazima, I.V.A.N., 2002. Ecological and phylogenetic correlates of feeding habits in Neotropical pitvipers of the genus Bothrops. Biology of the Vipers, pp.307-328.",473.385
Bothrops_jararaca,180,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",2883,0,68,"Sanchez E.F., Freitas T.V., Ferreira-Alves D.L., Velarde D.T., Diniz M.R., Cordeiro M.N., Agostini-Cotta G. and Diniz C.R. (1992) Biological activities of venoms from South American Snakes. Toxicon, Vol. 30, p 95.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; De Roodt A.R., Dolab J.A., Gallarce P.P., Gould E., Litwin S., Dokmetjian, J.C., Segre L. and Vidal J.C. (1998) A study on the venom yield of venomous snake species from Argentina. Toxicon, Vol. 36, pp 1949-1957. ",terrestrial,no,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). _and_martins_et_al2001",1,91.44,ip,amphibian,"Andrade, D.V. and Abe, A.S., 1999. Relationship of venom ontogeny and diet in Bothrops. Herpetologica, pp.200-204.",0,2.2,17.8,2.2,6.7,0,71.1,no,"Martins, M.A.R.C.I.O., Marques, O.A. and Sazima, I.V.A.N., 2002. Ecological and phylogenetic correlates of feeding habits in Neotropical pitvipers of the genus Bothrops. Biology of the Vipers, pp.307-328.",473.385
